nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;Mot;pronSampa;ipa
1;ſkĭrts;;;;n.;19.0;196;skirts;s k 3:r t s;skɜ:rts
1;ſkĭt;;;;n.;20.0;196;skit;s k I t;skɪt
2;ſkĭʹttiſh;;;;a.;21.0;196;skittish;s k I 4 i S;skɪɾiʃ
1;ſky;;;;n.;24.0;196;sky;s k aI;sk?
1;ſlăb;;;;n.;25.0;196;slab;s l { b;slæb
1;ſlăck;;;;a.;27.0;196;slack;s l { k;slæk
2;ſlăʹck_e_n;;;;v.;28.0;196;slacken;s l { k @ n;slækən
1;ſlag;;;;n.;29.0;196;slag;s l { g;slæg
1;ſlăm;;;;n.;31.0;196;slam;s l { m;slæm
2;ſlăʹnd_e_r;;;;v.;32.0;196;slander;s l { n d 3:r;slændɜ:r
3;ſlăʹndĕr_o_us;;;;a.;33.0;196;slanderous;s l { n d 3:r @ s;slændɜ:rəs
2;ſlăʹnting;;;;a.;34.0;196;slanting;s l { n t i N;slæntiŋ
1;ſlăp;;;;n.;35.0;196;slap;s l { p;slæp
1;ſlăſh;;;;v.;36.0;196;slash;s l { S;slæʃ
1;ſlāte;;;;n.;37.0;196;slate;s l eI t;sl?t
1;ſlāve;;;;n.;39.0;196;slave;s l eI v;sl?v
2;ſlāʹv_e_ry;;;;n.;41.0;196;slavery;s l eI v 3:r i:;sl?vɜ:riː
2;ſlau_gh_t_e_r;;nbSyll>1 et pas d'accent tonic;;n.;42.0;196;slaughter;s l O: 4 3:r;slOːɾɜ:r
1;ſlay;;;;n.;43.0;196;slay;s l eI;sl?
2;ſleaʹzy;;;;a.;44.0;196;sleazy;s l i: z i:;sliːziː
1;ſlĕdge;;;;n.;45.0;196;sledge;s l E dZ;slɛ?
1;ſleek;;;;a.;46.0;196;sleek;s l i: k;sliːk
1;ſleep;;;;n.;47.0;196;sleep;s l i: p;sliːp
2;ſleeʹpleſs;;;;a.;48.0;196;sleepless;s l i: p l @ s;sliːpləs
2;ſleeʹpy;;;;a.;49.0;196;sleepy;s l i: p i:;sliːpiː
1;ſleet;;;;n.;50.0;196;sleet;s l i: t;sliːt
1;ſleeve;;;;n.;51.0;196;sleeve;s l i: v;sliːv
2;ſleeʹv_e_leſs;;;;a.;52.0;196;sleeveless;s l i: v l i s;sliːvlis
1;ſlei_gh_t;;;;n.;53.0;196;sleight;s l aI t;sl?t
2;ſlĕʹnder;;;;a.;54.0;196;slender;s l E n d 3:r;slɛndɜ:r
1;ſlīce;;;;n.;55.0;196;slice;s l aI s;sl?s
1;ſlīde;;;;v.;56.0;196;slide;s l aI d;sl?d
1;ſlī_gh_t;;;;n.;57.0;196;slight;s l aI t;sl?t
2;ſlīʹ_gh_tly;;;;p.;59.0;196;slightly;s l aI t l i:;sl?tliː
2;ſlĭm;;nbSyll>1 et pas d'accent tonic;2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.;a.;60.0;196;slim;s l I m;slɪm
1;ſlīme;;;;n.;61.0;196;slime;s l aI m;sl?m
2;ſlīʹmy;;;;a.;62.0;196;slimy;s l aI m i:;sl?miː
1;ſlĭng;;;;n.;63.0;196;sling;s l I N;slɪŋ
1;ſlĭp;;;;n.;65.0;196;slip;s l I p;slɪp
2;ſlĭʹpp_e_rs;;;;n.;66.0;196;slippers;s l I p 3:r z;slɪpɜ:rz
3;ſlĭʹpp_e_ry;;;;a.;67.0;196;slippery;s l I p 3:r i:;slɪpɜ:riː
1;ſlĭt;;;;v.;68.0;196;slit;s l I t;slɪt
1;ſloe;;;;n.;69.0;196;sloe;s l @U;sloʊ
1;ſloop;;;;n.;70.0;196;sloop;s l u p;slup
1;ſlŏp;;;;v.;71.0;196;slop;s l A p;slɑp
1;ſlōpe;;;;n.;72.0;196;slope;s l @U p;sloʊp
2;ſlŏʹppy;;;;a.;73.0;196;sloppy;s l A p i:;slɑpiː
1;ſlŏth;;;;n.;3.0;197;sloth;s l @U T;sloʊθ
3;ſlŏʹvenly;;;;a.;7.0;197;slovenly;s l V v @ n l i:;slʌvənliː
1;ſlo_ugh_;;;;n.;8.0;197;slough;s l V f;slʌf
1;ſlo_w_;;;;a.;9.0;197;slow;s l @U;sloʊ
1;ſlū_i_ce;;;;n.;11.0;197;sluice;s l u s;slus
1;ſlŭg;;;;n.;12.0;197;slug;s l V g;slʌg
2;ſlŭʹggiſh;;;;a.;14.0;197;sluggish;s l V g i S;slʌgiʃ
2;ſlŭʹmb_e_r;;;;v.;15.0;197;slumber;s l V m b 3:r;slʌmbɜ:r
1;ſlŭr;;;;n.;17.0;197;slur;s l 3:r;slɜ:r
1;ſlŭt;;;;n.;18.0;197;slut;s l V t;slʌt
1;ſly;;;;a.;20.0;197;sly;s l aI;sl?
1;ſmăck;;;;n.;21.0;197;smack;s m { k;smæk
1;ſmall;;;;a.;22.0;197;small;s m O: l;smOːl
1;ſmărt;;;;n.;25.0;197;smart;s m A r\ t;smɑɹt
1;ſmear;;;;v.;28.0;197;smear;s m I r\;smɪɹ
1;ſmĕll;;;;n.;29.0;197;smell;s m E l;smɛl
1;ſmĕlt;;;;n.;30.0;197;smelt;s m E l t;smɛlt
2;ſmĕʹlting;L.;;;n.;31.0;197;smelting;s m E l t i N;smɛltiŋ
1;ſmīle;;;;v.;34.0;197;smile;s m aI l;sm?l
1;ſmĭth;;;;n.;36.0;197;smith;s m I T;smɪθ
2;ſmĭʹtt_e_n;;;;a.;38.0;197;smitten;s m I t @ n;smɪtən
1;ſmŏck;;;;n.;39.0;197;smock;s m A k;smɑk
1;ſmōke;;;;n.;41.0;197;smoke;s m @U k;smoʊk
2;ſmōʹky;;;;a.;42.0;197;smoky;s m @U k i:;smoʊkiː
1;ſmooth;;;;a.;43.0;197;smooth;s m u D;smuð
2;ſmŏʹther;;;;n.;44.0;197;smother;s m V D 3:r;smʌðɜ:r
1;ſmŭg;;;;a.;45.0;197;smug;s m V g;smʌg
2;ſmŭʹggle;;;;v.;46.0;197;smuggle;s m V g @ l;smʌgəl
2;ſmŭʹggler;;;;n.;47.0;197;smuggler;s m V g l 3:r;smʌglɜ:r
1;ſmŭt;;;;n.;48.0;197;smut;s m V t;smʌt
1;ſnăck;;;;n.;50.0;197;snack;s n { k;snæk
1;ſnăg;;;;n.;52.0;197;snag;s n { g;snæg
1;ſnail;;;;n.;53.0;197;snail;s n eI l;sn?l
1;ſnāke;;;;n.;54.0;197;snake;s n eI k;sn?k
1;ſnăp;;;;v.;55.0;197;snap;s n { p;snæp
3;ſnăʹpdrāgon;;;;n.;57.0;197;snapdragon;s n { p d r\ { g @ n;snæpdɹægən
1;ſnāre;;;;n.;58.0;197;snare;s n E r\;snɛɹ
2;ſnărl;;nbSyll>1 et pas d'accent tonic;2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.;v.;59.0;197;snarl;s n A r\ l;snɑɹl
1;ſnătch;;;;v.;60.0;197;snatch;s n { tS;snæ?
1;ſneak;;;;v.;61.0;197;sneak;s n i: k;sniːk
2;ſneaʹking;;;;n.;62.0;197;sneaking;s n i: k i N;sniːkiŋ
1;ſneer;;;;n.;63.0;197;sneer;s n I r\;snɪɹ
1;ſneeze;;;;n.;64.0;197;sneeze;s n i: z;sniːz
1;ſnĭp;;;;v.;66.0;197;snip;s n I p;snɪp
1;ſnīpe;;;;n.;67.0;197;snipe;s n aI p;sn?p
1;ſnōre;;;;v.;71.0;197;snore;s n O: r\;snOːɹ
1;ſnŏrt;;;;v.;72.0;197;snort;s n O: r\ t;snOːɹt
1;ſnŏt;;;;n.;73.0;197;snot;s n O: t;snOːt
1;ſno_w_;;;;n.;3.0;198;snow;s n @U;snoʊ
2;ſnoʹ_w_y;;;;a.;5.0;198;snowy;s n @U i:;snoʊiː
1;ſnŭb;;;;v.;6.0;198;snub;s n V b;snʌb
1;ſnŭff;;;;n.;7.0;198;snuff;s n V f;snʌf
1;ſnŭg;;;;a.;10.0;198;snug;s n V g;snʌg
2;ſnŭʹggle;;;;v.;11.0;198;snuggle;s n V g @ l;snʌgəl
1;ſoak;;;;v.;12.0;198;soak;s @U k;soʊk
1;ſoap;;;;n.;13.0;198;soap;s @U p;soʊp
1;ſoar;;;;v.;14.0;198;soar;s O: r\;sOːɹ
1;sŏb;;;;n.;15.0;198;sob;s A b;sɑb
2;sŏʹber;L.;;;a.;16.0;198;sober;s @U b 3:r;soʊbɜ:r
4;ſobrīʹety;L.;;;n.;17.0;198;sobriety;s @ b r\ aI @ 4 i:;səbɹ?əɾiː
4;sŏʹcĭable;F.;;;a.;20.0;198;sociable;s @U S @ b @ l;soʊʃəbəl
3;sŏʹcĭal;;;;a.;21.0;198;social;s @U S @ l;soʊʃəl
4;sŏcīʹĕty;;;;n.;22.0;198;society;s @ s aI @ 4 i:;səs?əɾiː
1;sŏck;;;;n.;25.0;198;sock;s A k;sɑk
2;sŏʹckĕt;;;;n.;26.0;198;socket;s A k @ t;sɑkət
1;sŏd;;;;n.;28.0;198;sod;s A d;sɑd
2;sŏʹdden;;;;a.;30.0;198;sodden;s A d @ n;sɑdən
3;sŏʹdŏmy;;;;n.;34.0;198;sodomy;s A 4 @ m i:;sɑɾəmiː
2;sōʹfa;;;;n.;35.0;198;sofa;s @U f @;soʊfə
1;sŏft;;;;a.;37.0;198;soft;s A f t;sɑft
2;sŏʹft_e_n;;;;v.;38.0;198;soften;s A f @ n;sɑfən
2;sŏʹftly;;;;p.;40.0;198;softly;s O: f t l i:;sOːftliː
1;ſoil;F.;;;n.;41.0;198;soil;s OI l;s?l
1;ſoil;;;;n.;43.0;198;soil;s OI l;s?l
2;ſojouʹrn;;;;v.;42.0;198;sojourn;s @U dZ 3:r n;soʊ?ɜ:rn
2;sōʹlāce;;;;v.;44.0;198;solace;s A l @ s;sɑləs
2;sōʹlar;L.;;;a.;45.0;198;solar;s @U l 3:r;soʊlɜ:r
2;sŏʹld_e_r;;;;n.;46.0;198;solder;s A 4 3:r;sɑɾɜ:r
3;sŏʹldĭer;;;;n.;47.0;198;soldier;s @U l dZ 3:r;soʊl?ɜ:r
4;ſoʹldĭery;;;;n.;48.0;198;soldiery;s @U l dZ 3:r i:;soʊl?ɜ:riː
1;sōle;L.;;;n.;49.0;198;sole;s @U l;soʊl
2;ſoʹlĕm_n_;L.;;;a.;51.0;198;solemn;s A l @ m;sɑləm
4;ſolĕʹmnĭty;L.;;;n.;52.0;198;solemnity;s @ l E m n @ 4 i:;səlɛmnəɾiː
2;ſoʹlid;L.;;;n.;54.0;198;solid;s A l @ d;sɑləd
4;sŏlĭʹdĭty;L.;;;n.;55.0;198;solidity;s @ l I 4 @ 4 i:;səlɪɾəɾiː
4;sōlĭʹlŏquy;L.;;;n.;57.0;198;soliloquy;s @ l I l @ k w i:;səlɪləkwiː
4;ſoʹlĭtāry;L.;;;a.;59.0;198;solitary;s A l @ t E r\ i:;sɑlətɛɹiː
3;sŏʹlĭtūde;L.;;;n.;60.0;198;solitude;s A l @ t u d;sɑlətud
2;sōʹlo;;;;n.;66.0;198;solo;s @U l @U;soʊloʊ
2;sŏʹlſtĭce;L.;;;n.;67.0;198;solstice;s O: l s t i s;sOːlstis
3;sŏʹlvable;;;;a.;69.0;198;solvable;s A l v @ b @ l;sɑlvəbəl
3;ſoʹluble;;;;a.;70.0;198;soluble;s A l j @ b @ l;sɑljəbəl
1;sŏlve;L.;;;v.;71.0;198;solve;s A l v;sɑlv
2;sŏʹlvent;L.;;;n.;72.0;198;solvent;s A l v @ n t;sɑlvənt
4;ſolūʹtion;;;;n.;73.0;198;solution;s @ l u S @ n;səluʃən
2;sŏʹmmer;;;;n.;3.0;199;sommer;s V m 3:r;sʌmɜ:r
1;sŏn;;;;n.;6.0;199;son;s V n;sʌn
3;ſonăʹtā;;;;n.;7.0;199;sonata;s @ n A 4 @;sənɑɾə
1;sŏng;;;;n.;8.0;199;song;s O: N;sOːŋ
2;sŏʹnnet;;;;n.;10.0;199;sonnet;s A n i t;sɑnit
3;sŏnŏʹr_o_us;L.;;;a.;11.0;199;sonorous;s A n 3:r @ s;sɑnɜ:rəs
1;ſoot;;;;n.;13.0;199;soot;s U t;sʊt
2;ſooʹty;;;;a.;17.0;199;sooty;s u 4 i:;suɾiː
1;ſop;;;;n.;18.0;199;sop;s A p;sɑp
1;ſope;;;;n.;19.0;199;sope;s @U p;soʊp
3;sŏʹrcĕrĕr;;;;n.;27.0;199;sorcerer;s O: r\ s 3:r 3:r;sOːɹsɜ:rɜ:r
3;sŏʹrcĕry;;;;n.;29.0;199;sorcery;s O: r\ s 3:r i:;sOːɹsɜ:riː
2;sŏʹrdid;L.;;;a.;30.0;199;sordid;s O: r\ 4 @ d;sOːɹɾəd
1;sōre;;;;a.;32.0;199;sore;s O: r\;sOːɹ
2;sōʹr_e_ly;;;;p.;33.0;199;sorely;s O: r\ l i:;sOːɹliː
2;sŏʹrel;;;;n.;34.0;199;sorel;s O: r\ @ l;sOːɹəl
1;sŏʹrrel;;;;n.;35.0;199;sorrel;s O: r\ @ l;sOːɹəl
2;sŏʹrro_w_;;;;n.;36.0;199;sorrow;s A r\ @U;sɑɹoʊ
3;sŏrro_w_ful;;nbSyll>1 et pas d'accent tonic;;a.;37.0;199;sorrowful;s A r\ @U f @ l;sɑɹoʊfəl
1;sŏʹrry;;;;a.;38.0;199;sorry;s A r\ i:;sɑɹiː
1;sŏrt;;;;n.;39.0;199;sort;s O: r\ t;sOːɹt
3;sŏʹvĕreign;F.;;;n.;43.0;199;sovereign;s A v r\ @ n;sɑvɹən
4;sŏʹvĕrei_g_nty;;;;n.;44.0;199;sovereignty;s A v r\ @ n t i:;sɑvɹəntiː
1;ſo_ugh_t;;;;a.;45.0;199;sought;s O: t;sOːt
1;ſoul;;;;n.;46.0;199;soul;s @U l;soʊl
1;ſo_w_;;;;n.;55.0;199;sow;s aU;s?
1;ſpāce;L.;;;n.;56.0;199;space;s p eI s;sp?s
3;ſpāʹcĭ_o_us;;;;a.;57.0;199;spacious;s p eI S @ s;sp?ʃəs
1;ſpāde;;;;n.;58.0;199;spade;s p eI d;sp?d
1;ſpāʹke;;;;n.;61.0;199;spake;s p eI k;sp?k
1;ſpăn;;;;n.;63.0;199;span;s p { n;spæn
2;ſpăʹngled;;;;a.;64.0;199;spangled;s p { N g @ l d;spæŋgəld
3;ſpăʹnĭel;;;;n.;66.0;199;spaniel;s p { n j @ l;spænjəl
2;ſpăʹniſh;;;;a.;67.0;199;spanish;s p { n i S;spæniʃ
1;ſpănk;;;;n.;68.0;199;spank;s p { N k;spæŋk
1;ſpăr;;;;n.;69.0;199;spar;s p A r\;spɑɹ
1;ſpāre;;;;a.;70.0;199;spare;s p E r\;spɛɹ
1;ſpărk;;;;n.;72.0;199;spark;s p A r\ k;spɑɹk
2;ſpăʹrkle;;;;v.;74.0;199;sparkle;s p A r\ k @ l;spɑɹkəl
2;ſpăʹrring;;;;n.;2.0;200;sparring;s p A r\ i N;spɑɹiŋ
2;ſpăʹrro_w_;;;;n.;3.0;200;sparrow;s p E r\ @U;spɛɹoʊ
1;ſpăt;;;;n.;6.0;200;spat;s p { t;spæt
2;ſpăʹtt_e_r;;;;v.;8.0;200;spatter;s p { 4 3:r;spæɾɜ:r
3;ſpāʹtūlā;;;;n.;10.0;200;spatula;s p { tS U l @;spæ?ʊlə
1;ſpaw;;;;n.;12.0;200;spaw;s p O:;spOː
1;ſpawn;;;;n.;14.0;200;spawn;s p A n;spɑn
1;ſpeak;;;;v.;16.0;200;speak;s p i: k;spiːk
1;ſpear;;;;n.;17.0;200;spear;s p I r\;spɪɹ
3;ſpĕʹcĭal;L.;;;a.;19.0;200;special;s p E S @ l;spɛʃəl
5;ſpĕcĭaʹlĭty;;;;n.;20.0;200;speciality;s p E S i: { l i 4 i:;spɛʃiːæliɾiː
3;ſpĕʹcĭes;;;;n.;22.0;200;species;s p i: S i: z;spiːʃiːz
3;ſpĕcĭʹfĭc;L.;;;a.;23.0;200;specific;s p @ s I f i k;spəsɪfik
3;ſpĕʹcĭfy;L.;;;v.;24.0;200;specify;s p E s @ f aI;spɛsəf?
3;ſpĕʹcĭmen;L.;;;n.;25.0;200;specimen;s p E s @ m @ n;spɛsəmən
3;ſpĕʹcĭ_o_us;L.;;;a.;26.0;200;specious;s p i: S @ s;spiːʃəs
1;ſpeck;;;;n.;27.0;200;speck;s p E k;spɛk
2;ſpĕʹckled;;;;a.;28.0;200;speckled;s p E k @ l d;spɛkəld
3;ſpĕʹctăcle;;;;n.;29.0;200;spectacle;s p E k t @ k @ l;spɛktəkəl
3;ſpĕʹctăcles;;;;n.;30.0;200;spectacles;s p E k t @ k @ l z;spɛktəkəlz
3;ſpĕctāʹtor;L.;;;n.;31.0;200;spectator;s p E k t eI 4 3:r;spɛkt?ɾɜ:r
2;ſpĕʹctre;L.;;;n.;32.0;200;spectre;s p E k t 3:r;spɛktɜ:r
5;ſpĕcūlāʹtion;;;;n.;33.0;200;speculation;s p E k j @ l eI S @ n;spɛkjəl?ʃən
4;ſpĕʹcŭlative;;;;a.;34.0;200;speculative;s p E k j @ l @ 4 i v;spɛkjələɾiv
1;ſpeech;;;;n.;36.0;200;speech;s p i: tS;spiː?
2;ſpeeʹchleſs;;;;a.;37.0;200;speechless;s p i: tS l @ s;spiː?ləs
1;ſpeed;;;;n.;38.0;200;speed;s p i: d;spiːd
2;ſpeeʹdy;;;;a.;39.0;200;speedy;s p i: 4 i:;spiːɾiː
1;ſpĕll;;;;n.;40.0;200;spell;s p E l;spɛl
1;ſpĕnd;;;;v.;42.0;200;spend;s p E n d;spɛnd
1;ſpĕrm;G.;;;n.;44.0;200;sperm;s p 3:r m;spɜ:rm
1;ſpew;;;;v.;46.0;200;spew;s p j u;spju
1;ſphēre;G.;;;n.;47.0;200;sphere;s f I r\;sfɪɹ
3;ſphēʹrĭcal;;;;a.;48.0;200;spherical;s f E r\ i k @ l;sfɛɹikəl
2;ſphēroiʹd;G.;;;n.;49.0;200;spheroid;s f I r\ OI d;sfɪɹ?d
1;ſpīce;;;;n.;53.0;200;spice;s p aI s;sp?s
2;ſpīʹcy;;;;a.;55.0;200;spicy;s p aI s i:;sp?siː
2;ſpīʹd_e_r;;;;n.;56.0;200;spider;s p aI 4 3:r;sp?ɾɜ:r
1;ſpīke;;;;n.;59.0;200;spike;s p aI k;sp?k
1;ſpĭll;;;;v.;61.0;200;spill;s p I l;spɪl
1;ſpĭn;;;;v.;62.0;200;spin;s p I n;spɪn
2;ſpĭʹndle;;;;n.;64.0;200;spindle;s p I n d @ l;spɪndəl
1;ſpīne;;;;n.;65.0;200;spine;s p aI n;sp?n
1;ſpĭnk;;;;n.;68.0;200;spink;s p I N k;spɪŋk
2;ſpĭʹnſt_e_r;;;;n.;69.0;200;spinster;s p I n s t 3:r;spɪnstɜ:r
2;ſpīʹral;;;;a.;70.0;200;spiral;s p aI r\ @ l;sp?ɹəl
1;ſpīre;;;;n.;71.0;200;spire;s p aI r\;sp?ɹ
2;ſpĭʹrit;L.;;;n.;72.0;200;spirit;s p I r\ @ t;spɪɹət
2;ſpĭʹrit;;;;v.;6.0;201;spirit;s p I r\ @ t;spɪɹət
4;ſpĭʹrĭtū_o_us;;;;a.;73.0;200;spirituous;s p I r\ i tS @ w @ s;spɪɹi?əwəs
4;ſpĭʹrĭtūal;;;;a.;2.0;201;spiritual;s p I r\ i tS @ w @ l;spɪɹi?əwəl
6;ſpĭrĭtūāʹlĭty;L.;;;n.;4.0;201;spirituality;s p I r\ i tS @ w { l @ 4 i:;spɪɹi?əwæləɾiː
1;ſpĭt;;;;v.;9.0;201;spit;s p I t;spɪt
1;ſpīte;L.;;;n.;10.0;201;spite;s p aI t;sp?t
2;ſpīʹt_e_ful;;;;a.;11.0;201;spiteful;s p aI t f @ l;sp?tfəl
2;ſpĭʹttle;;;;n.;14.0;201;spittle;s p I 4 @ l;spɪɾəl
1;ſplăſh;;;;v.;15.0;201;splash;s p l { S;splæʃ
2;ſplăʹſhy;;;;a.;16.0;201;splashy;s p l { S i:;splæʃiː
1;ſpleen;G.;;;n.;18.0;201;spleen;s p l i: n;spliːn
2;ſplĕʹndid;L.;;;a.;19.0;201;splendid;s p l E n d @ d;splɛndəd
2;ſplĕʹndo_u_r;;;;n.;20.0;201;splendour;s p l E n d 3:r;splɛndɜ:r
1;ſplīce;;;;v.;23.0;201;splice;s p l aI s;spl?s
2;ſplʹĭnt_e_r;;;;n.;24.0;201;splinter;s p l I n t 3:r;splɪntɜ:r
1;ſplĭt;;;;v.;25.0;201;split;s p l I t;splɪt
1;ſpoil;;;;v.;26.0;201;spoil;s p OI l;sp?l
1;ſpōkes;;;;n.;27.0;201;spokes;s p @U k s;spoʊks
4;ſpŏntāʹne_o_us;L.;;;a.;32.0;201;spontaneous;s p A n t eI n i: @ s;spɑnt?niːəs
1;ſpoon;;;;n.;33.0;201;spoon;s p u n;spun
1;ſpŏrt;;;;n.;34.0;201;sport;s p O: r\ t;spOːɹt
1;ſpŏt;;;;n.;36.0;201;spot;s p A t;spɑt
2;ſpŏʹtleſs;;;;a.;37.0;201;spotless;s p A t l @ s;spɑtləs
1;ſprain;;;;v.;41.0;201;sprain;s p r\ eI n;spɹ?n
1;ſprawl;;;;v.;43.0;201;sprawl;s p r\ O: l;spɹOːl
1;ſpray;;;;n.;44.0;201;spray;s p r\ eI;spɹ?
1;ſpread;;;;v.;45.0;201;spread;s p r\ E d;spɹɛd
2;ſprīʹ_gh_tly;;;;a.;48.0;201;sprightly;s p r\ aI t l i:;spɹ?tliː
1;ſpring;;;;n.;49.0;201;spring;s p r\ I N;spɹɪŋ
2;ſprĭʹngy;;;;a.;51.0;201;springy;s p r\ I N i:;spɹɪŋiː
2;ſprĭʹnkle;;;;v.;52.0;201;sprinkle;s p r\ I N k @ l;spɹɪŋkəl
1;ſpŭr;;;;n.;59.0;201;spur;s p 3:r;spɜ:r
1;ſpŭrge;;;;n.;60.0;201;spurge;s p 3:r dZ;spɜ:r?
2;ſpūʹrĭ_o_us;;;;a.;61.0;201;spurious;s p j U r\ i: @ s;spjʊɹiːəs
1;ſpŭrn;;;;v.;62.0;201;spurn;s p 3:r n;spɜ:rn
1;ſpŭrt;;;;n.;63.0;201;spurt;s p 3:r t;spɜ:rt
1;ſpy;;;;n.;64.0;201;spy;s p aI;sp?
1;ſquăb;;;;n.;65.0;201;squab;s k w A b;skwɑb
2;ſquăʹbble;;;;n.;66.0;201;squabble;s k w A b @ l;skwɑbəl
2;ſquaʹdron;;;;n.;67.0;201;squadron;s k w A d r\ @ n;skwɑdɹən
2;ſquaʹlid;;;;a.;68.0;201;squalid;s k w A l @ d;skwɑləd
1;ſquall;;;;n.;69.0;201;squall;s k w O: l;skwOːl
2;ſquăʹnd_e_r;;;;v.;70.0;201;squander;s k w A n d 3:r;skwɑndɜ:r
1;ſquāre;;;;n.;71.0;201;square;s k w E r\;skwɛɹ
1;ſquăſh;;;;v.;72.0;201;squash;s k w A S;skwɑʃ
1;ſquăt;;;;v.;73.0;201;squat;s k w A t;skwɑt
1;ſqueak;;;;v.;2.0;202;squeak;s k w i: k;skwiːk
1;ſqueal;;;;v.;3.0;202;squeal;s k w i: l;skwiːl
2;ſqueaʹmiſh;;;;a.;4.0;202;squeamish;s k w i: m i S;skwiːmiʃ
1;ſqueeze;;;;v.;5.0;202;squeeze;s k w i: z;skwiːz
1;ſquĭnt;;;;v.;7.0;202;squint;s k w I n t;skwɪnt
2;ſquĭʹrrel;;;;n.;8.0;202;squirrel;s k w 3:r @ l;skwɜ:rəl
1;ſquĭrt;;;;v.;9.0;202;squirt;s k w 3:r t;skwɜ:rt
1;ſtăb;;;;v.;10.0;202;stab;s t { b;stæb
4;ſtăbĭʹlĭty;L.;;;n.;11.0;202;stability;s t @ b I l i 4 i:;stəbɪliɾiː
2;ſtāʹble;L.;;;a.;12.0;202;stable;s t eI b @ l;st?bəl
1;ſtăck;;;;n.;13.0;202;stack;s t { k;stæk
1;ſtăg;;;;n.;15.0;202;stag;s t { g;stæg
1;ſtāge;;;;n.;16.0;202;stage;s t eI dZ;st??
2;ſtăʹgg_e_r;;;;v.;17.0;202;stagger;s t { g 3:r;stægɜ:r
2;ſtăʹgnănt;F.;;;a.;20.0;202;stagnant;s t { g n @ n t;stægnənt
2;ſtăʹgnāte;L.;;;v.;21.0;202;stagnate;s t { g n eI t;stægn?t
1;ſtaid;;;;a.;22.0;202;staid;s t eI d;st?d
1;ſtain;;;;v.;23.0;202;stain;s t eI n;st?n
1;ſtairs;;;;n.;24.0;202;stairs;s t E r\ z;stɛɹz
1;ſtāke;;;;n.;25.0;202;stake;s t eI k;st?k
1;ſtāle;;;;n.;26.0;202;stale;s t eI l;st?l
1;ſtalk;;;;n.;27.0;202;stalk;s t O: k;stOːk
1;ſtall;;;;n.;28.0;202;stall;s t O: l;stOːl
3;ſtaʹllĭon;;;;n.;30.0;202;stallion;s t { l j @ n;stæljən
3;ſtăʹmĭnā;L.;;;n.;31.0;202;stamina;s t { m @ n @;stæmənə
2;ſtăʹmm_e_r;;;;v.;33.0;202;stammer;s t { m 3:r;stæmɜ:r
1;ſtămp;;;;v.;34.0;202;stamp;s t { m p;stæmp
1;ſtănch;;;;v.;35.0;202;stanch;s t { n tS;stæn?
1;ſtănd;;;;n.;37.0;202;stand;s t { n d;stænd
3;ſtăʹndărd;;;;n.;38.0;202;standard;s t { n d 3:r d;stændɜ:rd
2;ſtăʹndiſh;;;;n.;39.0;202;standish;s t { n d i S;stændiʃ
2;ſtăʹnzā;;;;n.;42.0;202;stanza;s t { n z @;stænzə
2;ſtāʹple;;;;n.;43.0;202;staple;s t eI p @ l;st?pəl
1;ſtar;;;;n.;44.0;202;star;s t A r\;stɑɹ
1;ſtărch;;;;n.;45.0;202;starch;s t A r\ tS;stɑɹ?
2;ſtăʹrched;;;;a.;46.0;202;starched;s t A r\ tS t;stɑɹ?t
1;ſtāre;;;;v.;47.0;202;stare;s t E r\;stɛɹ
1;ſtărk;;;;a.;48.0;202;stark;s t A r\ k;stɑɹk
2;ſtăʹrling;;;;n.;50.0;202;starling;s t A r\ l i N;stɑɹliŋ
2;ſtăʹrry;;;;a.;51.0;202;starry;s t A r\ i:;stɑɹiː
1;ſtărt;;;;v.;52.0;202;start;s t A r\ t;stɑɹt
2;ſtăʹrtle;;;;v.;53.0;202;startle;s t A r\ 4 @ l;stɑɹɾəl
1;ſtărve;;;;v.;54.0;202;starve;s t A r\ v;stɑɹv
1;ſtāte;;;;n.;55.0;202;state;s t eI t;st?t
2;ſtāʹt_e_ly;;;;a.;57.0;202;stately;s t eI t l i:;st?tliː
2;ſtāʹter;;;;n.;58.0;202;stater;s t eI 4 3:r;st?ɾɜ:r
2;ſtāʹt_e_ſmăn;;;;n.;59.0;202;statesman;s t eI t s m @ n;st?tsmən
2;ſtăʹtics;L.;;;n.;60.0;202;statics;s t { 4 i k s;stæɾiks
3;ſtāʹtion;L.;;;n.;61.0;202;station;s t eI S @ n;st?ʃən
5;ſtāʹtionāry;;;;a.;62.0;202;stationary;s t eI S @ n E r\ i:;st?ʃənɛɹiː
4;ſtāʹtionĕr;;;;n.;63.0;202;stationer;s t eI S @ n 3:r;st?ʃənɜ:r
4;ſtăʹtūāry;;;;n.;64.0;202;statuary;s t { tS u E r\ i:;stæ?uɛɹiː
2;ſtăʹtue;L.;;;n.;65.0;202;statue;s t { tS u;stæ?u
2;ſtăʹtūre;L.;;;n.;66.0;202;stature;s t { tS 3:r;stæ?ɜ:r
2;ſtăʹtūte;L.;;;n.;67.0;202;statute;s t { tS u t;stæ?ut
1;ſtāve;;;;v.;68.0;202;stave;s t eI v;st?v
